ra dec
84.08525628870173 -69.21750236632882
223.0805247951548 43.10190312627843
186.10983791116607 7.240075658526009
6.308541762212714 -12.437158640334177
22.175909565986025 63.14042643500791
44.833965922052194 13.503377310720015
17.447016288606033 -45.8911709750494
55.04031872559263 -18.598134736290366
122.20607154588923 52.254272553877215
36.29023340839196 62.04429181851627
250.07921451621758 -46.397043091901146
80.97197074258328 -67.95892794747608
204.8372981914851 -31.667838704796296
266.2758151991656 -28.710533378150124
37.379850520929324 0.7502653848525918
129.034079745459 -26.343251109410552
151.58756011438453 -29.8327523863433
243.85194568388533 -6.15118921988696
181.64068754372948 64.2535226606074
168.92100281351736 18.128497989442142
213.82048367318848 52.120144172954845
226.5283557594682 -62.36971532394626
80.8587190525919 -14.057092065477994
246.92468197161818 -38.89034852267184
184.26175674599952 69.39684688537196
223.3052462584866 58.02412768987337
266.49063086292284 -28.331734733343904
109.50917502976357 37.78784475193618
135.65577993483458 52.08570975016738
125.06067846839666 21.30888652663933
236.79973029096314 -37.929150668200464
253.49415300392465 -41.804774412845866
154.97642352310984 45.580057020862675
149.97522211105118 -30.251167791880608
254.04906890687175 -50.046733024507624
209.41855427076646 -39.59534261135376
16.835651316420343 -17.532777859845204
208.43877924715505 -2.3851329063864037
53.21613141762513 -27.708207696950222
267.6727618444137 -29.78186877422083
81.81906317772865 42.900435241780016
209.17758026978487 10.523960557203388
147.5492219218403 14.267500627030689
63.99345728871551 -24.00861916267265
9.872806740601971 3.351760485646109
263.9419780645791 -36.32818182938573
77.16178970330637 -53.60447822198273
54.66080511904688 -35.45774944143095
0.7356233118391718 -35.8945463413458
192.73006633988027 41.14200909663562
218.16594945227956 36.30243857529451
109.127691514212 -29.309842107633713
96.89378691532531 -47.11292548689119
73.5063012997556 2.972480960970222
158.741324206554 57.632342714703626
213.92853469244395 11.52354027215343
3.850314874600785 17.233666259040938
56.23058777597518 -6.030779633757493
183.92269921123153 26.6296901644565
204.99111055509763 -31.60948039078778
11.904155267113067 -8.08990514575809
149.3870513352967 2.602336557177637
176.01776968642986 46.41716741336186
225.18622859915112 47.81643281702381
187.44918584720463 7.866667668804226
150.62538331120555 2.036028348454888
237.2900594337695 62.706425260177376
35.63430577263897 42.34615408982978
39.55519689502873 -52.53111969428614
261.40241851290665 -34.42958265266519
150.34514624071988 55.92405678018424
182.84480967813096 50.41089521488404
26.163450115726157 17.07837722087718
98.53232972648459 4.535308141066455
185.00248655894595 29.30236633742889
138.42097309036814 40.83754402859972
213.1652745172003 -62.01021202841613
247.05509654011314 -24.338253897860106
53.30027355326206 -24.96976810115631
96.63368185970319 -54.104056716247115
187.6438538635046 8.09072093117596
108.06054905954834 59.542640866046334
83.76684519323695 -5.681025989153451
253.52124411248545 -41.835279637001996
242.56875908539288 13.143153230511864
86.71378011593853 0.15210244460884306
269.20283667670594 -27.70039400522889
177.7787928203969 -28.810809983111685
83.77001313224557 -4.785866184293977
185.0589763369749 29.228923160910632
162.09610182999555 -25.179562339157133
83.81504431374489 -5.400801160816732
134.8525146687429 -43.74860405864362
161.18475178113025 -59.492890281994015
97.93714867449802 4.933397984366591
241.00534623017205 43.23088043780177
252.28467952661185 -46.16320529037896
94.07055239556065 -21.375849334603387
253.5796707639757 -41.80796252729883
266.33903074624385 -28.68302323870685
255.4916969102069 -29.919395668056683
204.34551692642967 8.920273468623927
29.772392267573586 0.5317143712211159
215.7433026468781 -39.55248732824867
127.65700971042412 66.06092655590218
268.625413378185 -29.9344001429457
76.6331015596122 -31.975049016016428
83.7950137485681 -5.363504227295388
8.442702130466976 -43.3288110184842
66.76060623181824 24.725625445682354
249.09987207460165 -47.02639099632382
234.8779697904336 3.396255687457841
193.29422177329093 -9.20590714033072
203.8926886730547 37.49493704412643
53.93847994660969 -40.77439218967585
199.90833112727967 -20.98849138027239
104.74289927825896 -56.00497300061662
225.3301979445999 1.7639954484081464
13.238356600773233 -26.513607833387148
86.52396702987227 -0.044329674138649494
245.96742281650765 -26.551792078782345
266.83442692842584 -28.377255741917768
14.463368567424107 30.348751722423504
253.54412517787208 -41.77585773143251
27.93046249608184 -59.956388781576734
217.94891328810712 33.516743532646814
149.77543098853755 2.803788277130783
15.610520322168966 -21.647323393648325
202.3948717438988 47.18277552078202
237.3790110506278 -26.019423110296643
40.879500531770745 37.286515443649286
258.0654609218354 -38.474518404833674
161.20166403205164 -59.68716612579423
156.2001939718015 17.06906179164967
241.2109058156963 23.881093754565015
44.26168728338407 -23.37507628230532
63.56976339799747 -58.77535183305962
0.3751672093810045 -24.9365806353995
178.7381954535317 23.590922793087795
139.102892158856 29.52202426258306
215.03579420753871 47.12495714870097
255.59563500888822 -48.5863433714248
134.7832180010782 -47.52291539619067
2.49690915444413 -32.25989571543356
150.44355881341437 2.0490321362484116
138.99899373435437 29.878624903030218
150.05466240056938 -30.25867772137833
180.12845625676113 -1.091290875278951
202.45808657249214 47.189026520097
14.371824003207584 -27.51199857042782
10.469409817157947 -9.370300474747307
265.5258528057328 -27.86248606188511
252.01917623506253 60.32207692417917
