index DETECT_ID RA DEC
115926 acisfJ1539161p032339_001.0006 234.8779697904336 3.396255687457841
93482 acisfJ1253075m091109_001.0035 193.29422177329093 -9.20590714033072
100257 acisfJ1335360p372908_001.0018 203.8926886730547 37.49493704412643
26107 acisfJ0336068m403914_001.0001 53.93847994660969 -40.77439218967585
97172 acisfJ1319034m205946_001.0055 199.90833112727967 -20.98849138027239
46155 acisfJ0658351m555811_001.0025 104.74289927825896 -56.00497300061662
113043 acisfJ1501107p014321_001.0149 225.3301979445999 1.7639954484081464
6726 acisfJ0052448m263517_001.0044 13.238356600773233 -26.513607833387148
40496 acisfJ0546033m000834_001.0033 86.52396702987227 -0.044329674138649494
120749 acisfJ1623345m263255_001.0192 245.96742281650765 -26.551792078782345
134809 acisfJ1747323m282503_001.0050 266.83442692842584 -28.377255741917768
7611 acisfJ0057502p302038_001.0014 14.463368567424107 30.348751722423504
124725 acisfJ1654142m414953_001.0993 253.54412517787208 -41.77585773143251
14415 acisfJ0151337m595708_001.0059 27.93046249608184 -59.956388781576734
109357 acisfJ1432310p333230_001.0085 217.94891328810712 33.516743532646814
59328 acisfJ0959110p024622_001.0023 149.77543098853755 2.803788277130783
8877 acisfJ0102337m213326_001.0041 15.610520322168966 -21.647323393648325
98895 acisfJ1330038p471057_001.0101 202.3948717438988 47.18277552078202
116593 acisfJ1549160m260107_001.0014 237.3790110506278 -26.019423110296643
20836 acisfJ0243263p372106_001.0004 40.879500531770745 37.286515443649286
126698 acisfJ1712213m382926_001.0244 258.0654609218354 -38.474518404833674
70202 acisfJ1045037m594052_001.0089 161.20166403205164 -59.68716612579423
65741 acisfJ1025010p170745_001.0008 156.2001939718015 17.06906179164967
118045 acisfJ1604491p235559_001.0004 241.2109058156963 23.881093754565015
21428 acisfJ0257164m232328_001.0012 44.26168728338407 -23.37507628230532
30008 acisfJ0414246m584951_001.0037 63.56976339799747 -58.77535183305962
120 acisfJ0001064m250029_001.0036 0.3751672093810045 -24.9365806353995
81504 acisfJ1155058p233000_001.0134 178.7381954535317 23.590922793087795
55365 acisfJ0916006p293148_001.0012 139.102892158856 29.52202426258306
106468 acisfJ1419485p470851_001.0002 215.03579420753871 47.12495714870097
126094 acisfJ1702496m484657_001.0041 255.59563500888822 -48.5863433714248
53364 acisfJ0859206m473014_001.0524 134.7832180010782 -47.52291539619067
630 acisfJ0009364m321626_001.0045 2.49690915444413 -32.25989571543356
61976 acisfJ1000592p020218_001.0150 150.44355881341437 2.0490321362484116
55307 acisfJ0916142p295339_001.0021 138.99899373435437 29.878624903030218
60417 acisfJ1000169m301516_001.0013 150.05466240056938 -30.25867772137833
82253 acisfJ1200237m010617_001.0016 180.12845625676113 -1.091290875278951
99036 acisfJ1330038p471057_001.0116 202.45808657249214 47.189026520097
7539 acisfJ0057387m273327_001.0010 14.371824003207584 -27.51199857042782
3890 acisfJ0041408m092027_001.0017 10.469409817157947 -9.370300474747307
132631 acisfJ1741520m274714_001.0003 265.5258528057328 -27.86248606188511
123725 acisfJ1648333p601745_001.0022 252.01917623506253 60.32207692417917
22451 acisfJ0305275p034959_001.0034 46.39663040436142 3.8970173374034216
62231 acisfJ1002039p013918_001.0004 150.49918602043752 1.5755149084136293
108829 acisfJ1429163p335705_001.0067 217.34679331742947 33.93732626833578
19970 acisfJ0236389p593856_001.0086 39.06966993166883 59.66572374771616
90668 acisfJ1236205p260118_001.0061 189.04536223889934 26.013143456752932
67545 acisfJ1040401p395807_001.0032 160.2069581771061 39.88302010270616
107356 acisfJ1425376p353552_001.0048 216.22848015022706 35.57521589103266
21065 acisfJ0248076m033216_001.0019 42.042574189522156 -3.5056145852053344
20168 acisfJ0237254m263241_001.0008 39.29110308851276 -26.543324649757047
76258 acisfJ1111516m611830_001.0200 168.05599809919306 -61.28255361801693
96425 acisfJ1313055m193143_001.0025 198.25629632219074 -19.512946378963736
80037 acisfJ1144360p194531_001.0012 176.1126857941203 19.746594051713455
48445 acisfJ0741516m144409_001.0091 115.4420850363987 -14.743681969624467
119853 acisfJ1619479p051001_001.0008 244.98776774086764 5.159033490222773
132042 acisfJ1740408m534121_001.0043 265.1762200448183 -53.67464923128523
5339 acisfJ0044240p023223_001.0012 11.097001313298561 2.5278430608059352
55373 acisfJ0916142p295339_001.0028 139.15637363315213 29.928631750283916
7998 acisfJ0100089m334203_001.0193 15.067933013725362 -33.722980048667225
41926 acisfJ0607506m062250_001.0252 91.95275828358605 -6.322121762722591
129930 acisfJ1725497m353325_001.0009 261.3867977855359 -35.49206082504631
126164 acisfJ1702479m484755_001.0087 255.6897883366536 -48.790167962471656
125450 acisfJ1654554m440253_001.0022 253.66665242724335 -44.03230147918293
10425 acisfJ0106486p594027_001.0011 16.788010729443474 59.79809284815631
56863 acisfJ0940314p311332_001.0002 145.1774379524932 31.182608852591397
56873 acisfJ0940314p311332_001.0004 145.19352897661634 31.20858805673513
106612 acisfJ1420441p394123_001.0011 215.1581510764687 39.67819200511842
51107 acisfJ0830543p191347_001.0004 127.77548884818243 19.186654066538058
57586 acisfJ0950138p580143_001.0005 147.58649461206727 57.98940290940772
71389 acisfJ1045523m595714_001.0057 161.4447041085273 -60.00475091155758
60670 acisfJ1000026p023344_001.0013 150.10359263875984 2.550709539872041
54281 acisfJ0908048m092352_001.0011 137.02151730546643 -9.36153202605759
20453 acisfJ0240225p390219_001.0239 40.1022486460302 38.91752827914762
577 acisfJ0009364m321626_001.0048 2.409604866655759 -32.2191154987853
56552 acisfJ0934530p170238_001.0024 143.69314509739877 17.045580796102346
9190 acisfJ0102578m215342_001.0097 15.713083645694658 -21.856830433412377
69826 acisfJ1044493m602600_001.0016 161.15615529150492 -60.45832906532809
95989 acisfJ1311247p220554_001.0039 197.8956895038693 22.158547324891806
122472 acisfJ1639316p534659_001.0022 249.7990400322023 53.68060066002705
17631 acisfJ0224067m041228_001.0025 36.0079035334624 -4.223712808763357
116003 acisfJ1540046m031730_001.0037 234.98322330290534 -3.2478168279781845
106762 acisfJ1421328p531328_001.0033 215.28493470054877 53.19222095280281
115483 acisfJ1532211p240133_001.0001 232.99963583704528 23.98707127981198
68411 acisfJ1043556m595939_001.0001 160.96779065383868 -60.11785690737296
117196 acisfJ1556030p662334_001.0025 238.91969666916353 66.3739196241643
28015 acisfJ0344298p320840_001.0063 56.017008257437396 32.12125056419927
7726 acisfJ0058227p265206_001.0065 14.61665876384097 26.934785060071174
17095 acisfJ0219209m025854_001.0049 34.91606980721578 -3.0082572777546326
99322 acisfJ1329570p471038_001.0111 202.51671913826664 47.17039738449397
17691 acisfJ0224129p275004_001.0005 36.076214157637274 27.824821911685177
50602 acisfJ0821322p212126_001.0025 125.4610460915991 21.27553796843445
76128 acisfJ1111516m611830_001.0202 168.0022617104318 -61.2820058989612
68939 acisfJ1043556m595939_001.0269 161.0270486976313 -59.97563645401343
48881 acisfJ0747267m191819_001.0019 116.82860879271581 -19.387652613664226
121716 acisfJ1634189m474309_001.0047 248.57380490895991 -47.82056378788591
126161 acisfJ1702496m484657_001.0013 255.68745554483667 -48.804623753902376
104859 acisfJ1407314m265952_001.0037 212.11213057038574 -26.975263639899094
11109 acisfJ0113314m723238_001.0079 18.23139733748642 -72.44021211562465
12478 acisfJ0131477p333638_001.0013 22.883522185311797 33.57527994029862
49701 acisfJ0808589p204728_001.0026 122.24821662149317 20.864242144513437
30730 acisfJ0417361m475105_001.0012 64.57655082132258 -47.872102743518674
20897 acisfJ0245409m530506_001.0038 41.26981952720165 -53.093632113156154
132242 acisfJ1740461m534038_001.0295 265.24867639005424 -53.67745573231793
104918 acisfJ1410373m431908_001.0054 212.53510502187862 -43.44110599912808
132960 acisfJ1743518m291114_001.0193 265.90972993304854 -29.14111034192815
12426 acisfJ0131210p062342_001.0017 22.780886570627153 6.473994412021991
6463 acisfJ0050430m731625_001.0025 12.762137730145724 -73.26400964396623
37661 acisfJ0535165m052323_001.2747 83.76485029939434 -5.490569164385744
132998 acisfJ1743518m291114_001.0191 265.931481860556 -29.1647918887681
54755 acisfJ0910397p541958_001.0048 137.7826841668665 54.306672085866936
10605 acisfJ0108079m143154_001.0076 17.0620174450219 -14.450797471924105
45585 acisfJ0647518p701808_001.0006 102.04869175309234 70.26956252918225
39106 acisfJ0535165m052323_001.0081 83.87457097693965 -5.482920531848571
44617 acisfJ0637335m482629_001.0009 99.2420656626042 -48.44150489102738
59220 acisfJ0958597p021353_001.0012 149.73897264783693 2.2206744211653606
102206 acisfJ1349090p040503_001.0023 207.33034900724817 4.019663378721223
55058 acisfJ0913396m101932_001.0006 138.37062455689951 -10.31527392369352
19705 acisfJ0233042m525905_001.0017 38.24285308212585 -53.004657370496744
2448 acisfJ0027595p003021_001.0002 6.9869441673228385 0.513407755350305
54047 acisfJ0905087p074208_001.0010 136.2869330642849 7.697404259346772
53223 acisfJ0859206m473014_001.0558 134.7544968069157 -47.502443834184255
38957 acisfJ0535165m052323_001.0425 83.85576731088557 -5.395998481393477
104162 acisfJ1402596p542251_001.0453 210.8096489385164 54.30173742369035
83881 acisfJ1214592p331213_001.0024 183.76269082160044 33.199080569604526
76832 acisfJ1114489p550054_001.0013 168.71283021428647 55.0328621526042
45888 acisfJ0655131p540852_001.0035 103.66697488142793 54.10768758041032
47421 acisfJ0718440m245718_001.0427 109.80842683587812 -24.982564293560234
111793 acisfJ1450570p353426_001.0012 222.70178246598934 35.554933482807726
73527 acisfJ1049595p330047_001.0010 162.46965820249434 32.98414852992192
13425 acisfJ0136403p154817_001.0036 24.18386360385 15.805211423790828
89846 acisfJ1232475p134948_001.0007 188.194889399389 13.880079264093773
79436 acisfJ1137311p300014_001.0002 174.38811090697507 29.97432942363571
131858 acisfJ1740027p685919_001.0083 265.11189822374064 69.06478950707468
134260 acisfJ1745531m291331_001.0056 266.50938199722106 -29.17764832272492
114927 acisfJ1520428m571001_001.0207 230.06123200432472 -57.15519204782182
122799 acisfJ1639450m462352_001.0051 250.02882569560083 -46.48717145499049
27487 acisfJ0340117m183413_001.0001 55.02810626821241 -18.657415715377038
48886 acisfJ0747286m191639_001.0009 116.84504171129429 -19.306327239679394
25795 acisfJ0333056m274108_001.0108 53.35090802878025 -27.582085274182983
50946 acisfJ0827432p212957_001.0008 126.98728206489717 21.44184174360533
82439 acisfJ1201548m185204_001.0213 180.4338922765118 -18.933983045416685
25595 acisfJ0331499m275714_001.0340 53.065743310245665 -28.024508820451793
68833 acisfJ1043556m595939_001.0441 161.01087960222938 -60.018228135156704
14110 acisfJ0147361p021945_001.0038 26.803707383895258 2.3741825919397384
27724 acisfJ0340592m282557_001.0025 55.229339344220094 -28.410110707012574
118259 acisfJ1606367p813019_001.0007 241.69312587843473 81.53075312776056
56330 acisfJ0932063p365757_001.0003 143.00113972498514 36.967520068961804
114832 acisfJ1517107p033113_001.0021 229.3607056106245 3.4559826241130662
15206 acisfJ0158351m245956_001.0028 29.588508974831196 -24.98997338538626
57446 acisfJ0948550m131144_001.0003 147.21924797183732 -13.252980433148622
55753 acisfJ0920228p302654_001.0013 140.1216232959652 30.411122153225335
117525 acisfJ1558226m140844_001.0027 239.65673326851868 -14.20697311434872
28024 acisfJ0344298p320840_001.0252 56.02503536395787 32.24802689347218
30067 acisfJ0414384p053504_001.0135 63.63499026781223 5.653431390652137
136323 acisfJ1754412m294916_001.0750 268.59857488753903 -29.88615674392979
4154 acisfJ0042392p405522_001.0011 10.592565650915654 40.99014455354648
16819 acisfJ0218593p570702_001.0533 34.79716559292194 57.1646514800893
119511 acisfJ1617010m225925_001.0043 244.1965239872217 -22.927009939386224
41262 acisfJ0553329m334312_001.0015 88.46260536409228 -33.64107411258026
24728 acisfJ0327188m532936_001.0015 51.86736829261507 -53.51857272644029
63528 acisfJ1006061m335312_001.0001 151.50427663246748 -33.91856528013722
44108 acisfJ0631527p045544_001.0304 98.04349910759812 4.966678091906726
1878 acisfJ0021269m083853_001.0016 5.310406061900913 -8.60094304402407
104700 acisfJ1406122p222752_001.0014 211.58807114747225 22.500515340868436
92442 acisfJ1245499p010439_001.0002 191.49376604121113 1.041389096034909
118720 acisfJ1610262p544534_001.0007 242.74829298401386 54.71934173026079
135847 acisfJ1750377m294957_001.0006 267.67350707299227 -29.854656475087477
5088 acisfJ0044100m203457_001.0027 10.903143652005328 -20.618560951835487
47271 acisfJ0718440m245718_001.0310 109.68090725689635 -24.931822627743056
42793 acisfJ0616437m394835_001.0004 94.18053951793118 -39.85895738600136
102120 acisfJ1348514p492018_001.0011 207.206918310739 49.37007062614955
101518 acisfJ1342136p602132_001.0004 205.54759290427165 60.392460514405435
30058 acisfJ0414376p053407_001.0022 63.62828925231392 5.562012818597946
102159 acisfJ1348468p263210_001.0003 207.26997348186418 26.4997711181347
67450 acisfJ1040401p395807_001.0043 160.0665140136571 39.963091782443634
122118 acisfJ1636472p410135_001.0059 249.2095004845109 41.007427360528666
41769 acisfJ0607506m062250_001.0393 91.92547136832678 -6.390160529270485
32772 acisfJ0441531m580118_001.0003 70.441283608847 -58.06437268604748
101831 acisfJ1346512p392414_001.0012 206.7504628525974 39.427861311068725
89712 acisfJ1231229p254432_001.0001 187.86729994889396 25.66043873291825
117070 acisfJ1552072p201344_001.0019 238.06566760045627 20.36057435423035
104928 acisfJ1410373m431908_001.0034 212.55183325757514 -43.32277995357482
92110 acisfJ1243161p131426_001.0035 190.782833743711 13.185371664095504
88785 acisfJ1229488p080213_001.0706 187.44529129488643 7.999396190313151
135251 acisfJ1748149m302938_001.0010 267.1045187417077 -30.54482313094615
60528 acisfJ1000109p024058_001.0056 150.07161768116634 2.7562474747005976
123437 acisfJ1647081m455044_001.0357 251.65118102419845 -45.797567737720975
5027 acisfJ0043263p410747_001.0115 10.848736899379928 41.0743622599786
61355 acisfJ1001292p015934_001.0028 150.28561687941303 2.0144843755079647
111812 acisfJ1450594m000243_001.0020 222.73824628888434 -0.005068100084949357
18864 acisfJ0227174p613729_001.0021 36.817295069572296 61.62188291624437
67974 acisfJ1043172m590933_001.0147 160.89235968490652 -59.09455457666102
94373 acisfJ1258451m014338_001.0032 194.74482000451349 -1.7026120540198013
17173 acisfJ0219383p342254_001.0119 34.989485228184726 34.475106345116714
49027 acisfJ0751110p500835_001.0006 117.71377573591862 50.081100920372975
26225 acisfJ0336463m360011_001.0059 54.143889963982325 -35.792397144185806
137010 acisfJ1756389p662650_001.0033 269.2988298456635 66.4639438288569
8434 acisfJ0101512m713608_001.0007 15.405305995966517 -71.57652234101907
9161 acisfJ0102571m220812_001.0049 15.701005091661907 -22.122715603933635
41261 acisfJ0553178m334219_001.0043 88.46221427378515 -33.64097753669472
88724 acisfJ1229488p080213_001.0410 187.4414396454844 7.98798058120575
84393 acisfJ1217531p583944_001.0002 184.55624961482513 58.61403988740108
129734 acisfJ1724433m341212_001.0228 261.2375625400941 -34.195598151677515
1198 acisfJ0014561m494944_001.0018 3.744958267998174 -49.867740382610414
90997 acisfJ1238072m682228_001.0066 189.28097804438474 -68.41228939825938
23556 acisfJ0317147m410840_001.0059 49.32349020191273 -41.10453311082526
23177 acisfJ0311161m172215_001.0001 47.940045579972114 -17.456836349384677
69599 acisfJ1044406m592139_001.0108 161.12618941755483 -59.39535724245337
43053 acisfJ0621489m271302_001.0066 95.38365357608335 -27.165151387296675
56505 acisfJ0934012m623125_001.0020 143.5048357299847 -62.507666766260456
45202 acisfJ0641125p092932_001.0226 100.36711413768944 9.547184614558503
2120 acisfJ0024259m015841_001.0012 6.161557631597474 -1.9703614237993223
18999 acisfJ0227433p281340_001.0005 36.943343642369605 28.220983714779113
67075 acisfJ1037366m584117_001.0172 159.3432092952786 -58.60021696194976
45197 acisfJ0641125p092932_001.0091 100.36257887461733 9.50364551354921
28141 acisfJ0344298p320840_001.0143 56.1027397794794 32.17076859024395
11014 acisfJ0111104m724351_001.0076 18.0541534154216 -72.69512151096276
63211 acisfJ1003433p001326_001.0003 151.01018271136002 0.09781823081334504
100770 acisfJ1337308p085622_001.0063 204.31831796696562 8.986708573393255
68021 acisfJ1043559m593241_001.0270 160.90360863230018 -59.5677773215919
117911 acisfJ1604196p431014_001.0018 241.00683929700315 43.16529163905196
41187 acisfJ0552446m210653_001.0001 88.19784103502597 -21.160133905382306
43067 acisfJ0621489m271302_001.0010 95.4135568569253 -27.26474638689411
45627 acisfJ0649055m043406_001.0017 102.28267340691558 -4.519692285848567
29985 acisfJ0413487m320038_001.0008 63.45709839746954 -32.006906920993636
1567 acisfJ0020169p591803_001.0030 4.790709645155596 59.335049045827624
11477 acisfJ0117189m545738_001.0002 19.269898971985608 -54.97960374422597
69023 acisfJ1043559m593241_001.0027 161.03866246165256 -59.62180133405222
11653 acisfJ0120021p142131_001.0013 20.05843426829279 14.421221927326451
128864 acisfJ1720398p322821_001.0010 260.2172866908476 32.48730649687212
120063 acisfJ1620420m504014_001.0201 245.14691169227183 -50.68052808640084
122938 acisfJ1639586m485154_001.0264 250.086188899052 -48.905001437508545
111635 acisfJ1449328m101011_001.0060 222.4120582746088 -10.192445851356375
120774 acisfJ1624163p411650_001.0011 246.06485656013373 41.29103050148032
83963 acisfJ1215276p361915_001.0030 183.83720267759847 36.36490761859463
33826 acisfJ0454127m025854_001.0003 73.57625657966939 -3.0427375460133947
35638 acisfJ0522499p332815_001.1638 80.66246549666045 33.3745052201108
74395 acisfJ1101180m773244_001.0006 165.1453218351131 -77.54649187317035
81807 acisfJ1157156p600317_001.0017 179.33719443960038 60.15158794893171
96189 acisfJ1312153m624155_001.0359 198.07456071070274 -62.651356417742946
118085 acisfJ1604366p501007_001.0009 241.2991899274561 50.15561574319882
132551 acisfJ1741520m274714_001.0007 265.45563114219453 -27.81801167063691
35963 acisfJ0522499p332815_001.0505 80.72376516341707 33.485711286852364
118146 acisfJ1606167p543333_001.0003 241.48450110996518 54.62298809935256
76739 acisfJ1113225m264518_001.0006 168.42913310034405 -26.80481733450278
66407 acisfJ1033202p573715_001.0047 158.1826906496342 57.599592661509355
18764 acisfJ0227061p615213_001.0041 36.76391450771865 61.86987115819441
121950 acisfJ1635515m473550_001.0016 248.97237091092762 -47.54179571994343
76742 acisfJ1113511p401755_001.0003 168.44203720267635 40.25067314793116
64348 acisfJ1017243m462329_001.0014 154.37705166244936 -46.4117858263615
6775 acisfJ0052458m724208_001.0042 13.381359747735416 -72.80922565450196
116438 acisfJ1547336m375530_001.0017 236.85905473022115 -37.89109630058409
38126 acisfJ0534448m053346_001.0126 83.80706241712 -5.479768760965245
108757 acisfJ1429208p343730_001.0042 217.3179951979981 34.696429709262915
98333 acisfJ1326319p290135_001.0020 201.5700808704629 29.03441068893607
114652 acisfJ1515059m192439_001.0071 228.8425709629022 -19.45640759728328
36925 acisfJ0532254m112946_001.0027 83.05003951088564 -11.520902110641813
3478 acisfJ0039173p032034_001.0258 9.866495638015143 3.3148062410163264
70815 acisfJ1044406m592139_001.0993 161.28603937306002 -59.47412717625723
65257 acisfJ1023578m574530_001.0238 155.997134387794 -57.76265523346179
45541 acisfJ0645235p212207_001.0001 101.35823234280329 21.28599521106615
66507 acisfJ1034003p572815_001.0047 158.33031690254882 57.590251795853895
14733 acisfJ0152491m135621_001.0023 28.25489374615837 -13.952966859837904
32061 acisfJ0437043p293937_001.0027 69.20867845300995 29.587274416725233
14577 acisfJ0152482p005753_001.0035 28.206293938921625 0.9916325077225921
86598 acisfJ1224254p071801_001.0112 186.12193342821274 7.31086895983513
57571 acisfJ0950098p280059_001.0007 147.5591957317385 28.06159401706185
66593 acisfJ1034003p572815_001.0019 158.46089947374065 57.498219329965785
67584 acisfJ1040318m594953_001.0082 160.30768244869233 -59.84414519831675
54859 acisfJ0911256p600230_001.0040 137.9100459299333 60.036662544619965
